wire_id,device_type,serial_number,enabled,fw_version
29D9570B5124,Versa 3,,false,APP36.128.6.17 BSL36.1.15 PERIPH|BT_RADIO|1.6.50|0 PERIPH|GPS|2004.2500.0|0 PERIPH|TOUCH|4.10.0|4 PERIPH|WIFI|2000.0.11|0 PERIPH|BT_NFC|63.0.24|0 PERIPH|DSP|1.0.26|0 PERIPH|CODEC|0.0.8|0 PERIPH|HAPTICS|1.0.10|0
