timestamp,Infrared to Red Signal Ratio
02/20/23 03:04:27,0
02/20/23 03:05:33,0
02/20/23 03:06:38,0
02/20/23 03:07:44,0
02/20/23 03:08:50,0
02/20/23 03:09:56,0
02/20/23 03:11:02,0
02/20/23 03:12:08,0
02/20/23 03:13:14,0
02/20/23 03:14:20,0
02/20/23 03:15:26,0
02/20/23 03:16:32,0
02/20/23 03:17:38,0
02/20/23 03:18:38,0
02/20/23 03:19:44,0
02/20/23 03:20:50,0
02/20/23 03:21:56,0
02/20/23 03:23:02,0
02/20/23 03:24:08,0
02/20/23 03:25:13,0
02/20/23 03:26:13,0
02/20/23 03:27:19,0
02/20/23 03:28:25,0
02/20/23 03:29:31,0
02/20/23 03:30:37,0
02/20/23 03:31:43,0
02/20/23 03:32:49,0
02/20/23 03:33:55,0
02/20/23 03:35:01,0
02/20/23 03:36:07,0
02/20/23 03:37:13,0
02/20/23 03:38:14,0
02/20/23 03:39:20,0
02/20/23 03:40:26,0
02/20/23 03:41:32,0
02/20/23 03:42:38,0
02/20/23 03:43:44,0
02/20/23 03:44:50,0
02/20/23 03:45:56,0
02/20/23 03:47:02,0
02/20/23 03:48:08,0
02/20/23 03:49:14,0
02/20/23 03:50:20,0
02/20/23 03:51:26,0
02/20/23 03:52:32,0
02/20/23 03:53:38,0
02/20/23 03:54:44,0
02/20/23 03:55:44,0
02/20/23 03:56:50,0
02/20/23 03:57:56,0
02/20/23 03:59:03,0
02/20/23 04:00:09,0
02/20/23 04:01:15,0
02/20/23 04:02:21,0
02/20/23 04:03:26,0
02/20/23 04:04:32,0
02/20/23 04:05:38,0
02/20/23 04:06:44,0
02/20/23 04:07:50,0
02/20/23 04:08:56,0
02/20/23 04:10:02,0
02/20/23 04:11:08,0
02/20/23 04:12:14,0
02/20/23 04:13:14,0
02/20/23 04:14:20,0
02/20/23 04:15:26,0
02/20/23 04:16:33,0
02/20/23 04:17:40,0
02/20/23 04:18:46,0
02/20/23 04:19:52,0
02/20/23 04:20:59,0
02/20/23 04:22:05,0
02/20/23 04:23:11,0
02/20/23 04:24:17,0
02/20/23 04:25:23,0
02/20/23 04:26:29,0
02/20/23 04:27:35,0
02/20/23 04:28:41,0
02/20/23 04:29:47,0
02/20/23 04:30:53,0
02/20/23 04:31:53,0
02/20/23 04:32:59,0
02/20/23 04:34:05,0
02/20/23 04:35:11,0
02/20/23 04:36:17,0
02/20/23 04:37:23,0
02/20/23 04:38:29,0
02/20/23 04:39:35,0
02/20/23 04:40:40,0
02/20/23 04:41:46,0
02/20/23 04:42:52,0
02/20/23 04:43:58,0
02/20/23 04:45:04,0
02/20/23 04:46:10,0
02/20/23 04:47:16,0
02/20/23 04:48:22,0
02/20/23 04:49:22,0
02/20/23 04:50:28,0
02/20/23 04:51:34,0
02/20/23 04:52:40,0
02/20/23 04:53:46,0
02/20/23 04:54:52,0
02/20/23 04:55:58,0
02/20/23 04:57:04,0
02/20/23 04:58:10,0
02/20/23 04:59:15,0
02/20/23 05:00:21,0
02/20/23 05:01:27,0
02/20/23 05:02:33,0
02/20/23 05:03:39,0
02/20/23 05:04:45,0
02/20/23 05:05:45,0
02/20/23 05:06:51,0
02/20/23 05:07:57,0
02/20/23 05:08:57,0
02/20/23 05:10:03,0
02/20/23 05:11:09,0
02/20/23 05:12:15,0
02/20/23 05:13:21,0
02/20/23 05:14:27,0
02/20/23 05:15:33,0
02/20/23 05:16:39,0
02/20/23 05:17:45,0
02/20/23 05:18:51,0
02/20/23 05:19:57,0
02/20/23 05:21:03,0
02/20/23 05:22:09,0
02/20/23 05:23:15,0
02/20/23 05:24:21,0
02/20/23 05:25:27,0
02/20/23 05:26:27,0
02/20/23 05:27:33,0
02/20/23 05:28:39,0
02/20/23 05:29:45,0
02/20/23 05:30:51,0
02/20/23 05:31:57,0
02/20/23 05:33:03,0
02/20/23 05:34:09,0
02/20/23 05:35:15,0
02/20/23 05:36:21,0
02/20/23 05:37:27,0
02/20/23 05:38:33,0
02/20/23 05:39:39,0
02/20/23 05:40:45,0
02/20/23 05:41:51,0
02/20/23 05:42:57,0
02/20/23 05:43:57,0
02/20/23 05:45:03,0
02/20/23 05:46:10,0
02/20/23 05:47:16,0
02/20/23 05:48:22,0
02/20/23 05:49:28,0
02/20/23 05:50:34,0
