timestamp,Infrared to Red Signal Ratio
03/23/23 18:49:36,0
03/23/23 18:50:36,0
03/23/23 18:51:36,0
03/23/23 18:52:36,0
03/23/23 18:53:36,-5
03/23/23 18:54:36,0
03/23/23 18:55:36,-5
03/23/23 18:56:36,1
03/23/23 18:57:36,0
03/23/23 18:58:36,-1
03/23/23 18:59:36,0
03/23/23 19:00:36,11
03/23/23 19:01:36,-13
03/23/23 19:02:36,-13
03/23/23 19:03:36,0
03/23/23 19:04:36,1
03/23/23 19:05:36,0
03/23/23 19:06:36,-5
03/23/23 19:07:36,1
03/23/23 19:08:36,0
03/23/23 19:09:36,9
03/23/23 19:10:36,-5
03/23/23 19:11:37,-1
03/23/23 19:12:37,0
03/23/23 19:13:37,26
03/23/23 19:14:37,0
03/23/23 19:15:37,0
03/23/23 19:16:37,0
03/23/23 19:17:37,0
03/23/23 19:18:37,37
03/23/23 19:19:37,0
