timestamp,Infrared to Red Signal Ratio
09/26/23 11:17:18,0
09/26/23 11:18:18,1
09/26/23 11:19:18,19
09/26/23 11:20:18,37
09/26/23 11:21:18,0
09/26/23 11:22:18,0
09/26/23 11:23:18,-4
09/26/23 11:24:18,0
09/26/23 11:25:18,0
09/26/23 11:26:18,0
09/26/23 11:27:18,0
09/26/23 11:28:18,0
09/26/23 11:29:18,0
09/26/23 11:30:18,0
09/26/23 11:31:18,0
09/26/23 11:32:18,27
09/26/23 11:33:18,0
09/26/23 11:34:18,13
09/26/23 11:35:18,0
09/26/23 11:36:18,0
09/26/23 11:37:18,0
09/26/23 11:38:18,0
09/26/23 11:39:18,9
09/26/23 11:40:18,2
09/26/23 11:41:18,0
09/26/23 11:42:18,0
09/26/23 11:43:18,0
09/26/23 11:44:18,0
09/26/23 11:45:18,0
09/26/23 11:46:18,0
09/26/23 11:47:18,0
