timestamp,Infrared to Red Signal Ratio
10/09/23 20:15:59,7
10/09/23 20:16:59,0
10/09/23 20:17:59,0
10/09/23 20:18:59,-8
10/09/23 20:19:59,0
10/09/23 20:21:00,-1
10/09/23 20:22:00,-10
10/09/23 20:23:00,-16
10/09/23 20:24:00,0
10/09/23 20:25:00,-1
10/09/23 20:26:00,0
10/09/23 20:27:00,-4
10/09/23 20:28:00,-2
10/09/23 20:29:00,-10
10/09/23 20:30:00,6
10/09/23 20:31:00,2
10/09/23 20:32:00,0
10/09/23 20:33:00,0
10/09/23 20:34:00,0
10/09/23 20:35:00,8
10/09/23 20:36:00,0
10/09/23 20:37:00,0
10/09/23 20:38:00,0
10/09/23 20:39:00,0
10/09/23 20:40:00,5
10/09/23 20:41:00,0
10/09/23 20:42:00,0
10/09/23 20:43:00,0
10/09/23 20:44:00,0
10/09/23 20:45:00,0
