timestamp,Infrared to Red Signal Ratio
03/03/24 13:48:25,0
03/03/24 13:49:34,0
03/03/24 13:50:34,0
03/03/24 13:51:40,0
03/03/24 13:52:46,0
03/03/24 13:53:52,0
03/03/24 13:54:58,0
03/03/24 13:56:05,0
03/03/24 13:57:11,0
03/03/24 13:58:17,0
03/03/24 13:59:17,0
03/03/24 14:00:23,0
03/03/24 14:01:30,0
03/03/24 14:02:36,0
03/03/24 14:03:42,0
03/03/24 14:04:48,0
03/03/24 14:05:54,0
03/03/24 14:07:01,0
03/03/24 14:08:07,0
03/03/24 14:09:13,0
03/03/24 14:10:19,0
03/03/24 14:11:25,0
03/03/24 14:12:31,0
03/03/24 14:13:37,0
03/03/24 14:14:43,0
03/03/24 14:15:49,0
03/03/24 14:16:49,0
03/03/24 14:17:55,0
03/03/24 14:19:01,0
03/03/24 14:20:07,0
03/03/24 14:21:13,0
03/03/24 19:34:12,8
