timestamp,Infrared to Red Signal Ratio
03/19/24 09:54:29,0
03/19/24 09:55:35,0
03/19/24 09:56:41,0
03/19/24 09:57:41,0
03/19/24 09:58:47,0
03/19/24 09:59:47,0
03/19/24 10:00:54,0
03/19/24 10:02:00,0
03/19/24 10:03:06,0
03/19/24 10:04:06,0
03/19/24 10:05:12,0
03/19/24 10:06:18,0
03/19/24 10:07:23,0
03/19/24 10:08:29,0
03/19/24 10:09:35,0
03/19/24 10:10:41,0
03/19/24 10:48:01,0
03/19/24 10:49:01,0
03/19/24 10:50:01,-7
03/19/24 10:51:01,0
03/19/24 10:52:01,0
03/19/24 10:53:01,4
03/19/24 10:54:01,0
03/19/24 10:55:01,0
03/19/24 10:56:01,0
03/19/24 10:57:01,-3
03/19/24 10:58:01,0
03/19/24 10:59:01,4
03/19/24 11:00:01,0
03/19/24 11:01:01,5
03/19/24 11:02:01,13
03/19/24 11:03:01,0
03/19/24 11:04:01,0
03/19/24 11:05:01,-4
03/19/24 11:06:01,0
03/19/24 11:07:01,0
03/19/24 11:08:01,0
03/19/24 11:09:01,0
03/19/24 11:10:01,0
03/19/24 11:11:01,0
03/19/24 11:12:01,-10
03/19/24 11:13:01,9
03/19/24 11:14:01,0
03/19/24 11:15:01,0
03/19/24 11:16:01,0
03/19/24 11:17:01,30
03/19/24 11:18:01,0
03/19/24 11:19:01,-21
03/19/24 11:20:01,0
03/19/24 11:21:01,0
03/19/24 11:22:01,0
03/19/24 11:23:01,-17
03/19/24 11:24:01,-2
03/19/24 11:25:01,0
03/19/24 11:26:01,-3
03/19/24 11:27:01,0
03/19/24 11:28:01,0
03/19/24 11:29:01,0
03/19/24 11:30:01,0
03/19/24 11:31:01,0
