timestamp,Infrared to Red Signal Ratio
02/06/24 10:46:00,0
02/06/24 10:47:00,0
02/06/24 10:48:00,0
02/06/24 10:49:00,0
02/06/24 10:50:00,13
02/06/24 10:51:00,0
02/06/24 10:52:00,0
02/06/24 10:53:00,10
02/06/24 10:54:00,0
02/06/24 10:55:00,0
02/06/24 10:56:00,-31
02/06/24 10:57:00,0
02/06/24 10:58:00,0
02/06/24 10:59:00,0
02/06/24 11:00:00,3
02/06/24 11:01:00,0
02/06/24 11:02:00,0
02/06/24 11:03:00,-1
02/06/24 11:04:00,6
02/06/24 11:05:00,0
02/06/24 11:06:00,0
02/06/24 11:07:00,0
02/06/24 11:08:00,0
02/06/24 11:09:00,0
02/06/24 11:10:00,0
02/06/24 11:11:00,0
02/06/24 11:12:00,0
02/06/24 11:13:00,0
02/06/24 11:14:00,0
02/06/24 11:15:00,-9
