timestamp,Infrared to Red Signal Ratio
12/08/22 00:00:47,0
12/08/22 00:01:53,0
12/08/22 00:02:59,0
12/08/22 00:04:05,0
12/08/22 00:05:11,0
12/08/22 00:06:17,0
12/08/22 00:07:23,0
12/08/22 00:08:29,0
12/08/22 00:09:35,0
12/08/22 00:10:41,0
12/08/22 00:11:47,0
12/08/22 00:12:53,0
12/08/22 00:13:59,0
12/08/22 00:14:59,0
12/08/22 00:16:05,0
12/08/22 00:17:11,0
12/08/22 00:18:17,0
12/08/22 00:19:23,0
12/08/22 00:20:29,0
12/08/22 00:21:35,0
12/08/22 00:22:41,0
12/08/22 00:23:49,0
12/08/22 00:24:55,0
12/08/22 00:26:01,0
12/08/22 00:27:07,0
12/08/22 00:28:13,0
12/08/22 00:29:19,0
12/08/22 00:30:25,0
12/08/22 00:31:31,0
12/08/22 00:32:37,0
12/08/22 00:33:38,0
12/08/22 00:34:44,0
12/08/22 00:35:50,0
12/08/22 00:36:56,0
12/08/22 00:38:02,0
12/08/22 00:39:08,0
12/08/22 00:40:14,0
12/08/22 00:41:20,0
12/08/22 00:42:26,0
12/08/22 00:43:33,0
12/08/22 00:44:39,0
12/08/22 00:45:45,0
12/08/22 00:46:51,0
12/08/22 00:47:57,0
12/08/22 00:49:03,0
12/08/22 00:50:09,0
12/08/22 00:51:09,0
12/08/22 00:52:16,0
12/08/22 00:53:22,0
12/08/22 00:54:27,0
12/08/22 00:55:33,0
12/08/22 00:56:39,0
12/08/22 00:57:45,0
12/08/22 00:58:51,0
12/08/22 00:59:57,0
12/08/22 01:01:03,0
12/08/22 01:02:10,0
12/08/22 01:03:16,0
12/08/22 01:04:22,0
12/08/22 01:05:28,0
12/08/22 01:06:35,0
12/08/22 01:07:41,0
12/08/22 01:08:47,0
12/08/22 01:09:47,0
12/08/22 01:10:53,0
12/08/22 01:11:59,0
12/08/22 01:13:05,0
12/08/22 01:14:11,0
12/08/22 01:15:17,0
12/08/22 01:16:23,0
12/08/22 01:17:29,0
12/08/22 01:18:35,0
12/08/22 01:19:41,0
12/08/22 01:20:47,0
12/08/22 01:21:53,0
12/08/22 01:22:59,0
12/08/22 01:24:05,0
12/08/22 01:25:11,0
12/08/22 01:26:17,0
12/08/22 01:27:17,0
12/08/22 01:28:23,0
12/08/22 01:29:29,0
12/08/22 02:01:49,0
12/08/22 02:02:54,0
12/08/22 02:03:59,0
12/08/22 02:05:05,0
12/08/22 02:06:11,0
12/08/22 02:07:17,0
12/08/22 02:08:23,0
12/08/22 02:09:29,0
12/08/22 02:10:35,0
12/08/22 02:11:41,0
12/08/22 02:12:47,0
12/08/22 02:13:53,0
12/08/22 02:14:59,0
12/08/22 02:16:05,0
12/08/22 02:17:05,0
12/08/22 02:18:11,0
12/08/22 02:19:17,0
12/08/22 02:20:23,0
12/08/22 02:21:28,0
12/08/22 02:22:34,0
12/08/22 02:23:40,0
12/08/22 02:24:46,0
12/08/22 02:25:52,0
12/08/22 02:26:58,0
12/08/22 02:28:04,0
12/08/22 02:29:10,0
12/08/22 02:30:16,0
12/08/22 02:31:22,0
12/08/22 02:32:29,0
12/08/22 02:33:35,0
12/08/22 02:34:35,0
12/08/22 02:35:41,0
12/08/22 02:36:47,0
12/08/22 02:37:53,0
12/08/22 02:38:59,0
12/08/22 02:40:04,0
12/08/22 02:41:10,0
12/08/22 02:42:16,0
12/08/22 02:43:22,0
12/08/22 02:44:28,0
12/08/22 02:45:34,0
12/08/22 02:46:40,0
12/08/22 02:47:46,0
12/08/22 02:48:52,0
12/08/22 02:49:58,0
12/08/22 02:51:04,0
12/08/22 02:52:04,0
12/08/22 02:53:10,0
12/08/22 02:54:16,0
12/08/22 02:55:22,0
12/08/22 02:56:29,0
12/08/22 02:57:35,0
12/08/22 02:58:40,0
12/08/22 02:59:46,0
12/08/22 03:00:52,0
12/08/22 03:01:58,0
12/08/22 03:03:04,0
12/08/22 03:04:10,0
12/08/22 03:05:16,0
12/08/22 03:06:22,0
12/08/22 03:07:28,0
12/08/22 03:08:34,0
12/08/22 03:09:34,0
12/08/22 03:10:40,0
12/08/22 03:11:47,0
12/08/22 03:12:53,0
12/08/22 03:13:59,0
12/08/22 03:15:05,0
12/08/22 03:16:11,0
12/08/22 03:17:17,0
12/08/22 03:18:23,0
12/08/22 03:19:29,0
12/08/22 03:20:35,0
12/08/22 03:21:41,0
12/08/22 03:22:47,0
12/08/22 03:23:53,0
12/08/22 03:24:59,0
12/08/22 03:26:06,0
12/08/22 03:27:06,0
12/08/22 03:28:12,0
12/08/22 03:29:18,0
12/08/22 03:30:24,0
12/08/22 03:31:30,0
12/08/22 03:32:36,0
12/08/22 03:33:42,0
12/08/22 03:34:48,0
12/08/22 03:35:54,0
12/08/22 03:37:00,0
12/08/22 03:38:06,0
12/08/22 03:39:12,0
12/08/22 03:40:18,0
12/08/22 03:41:24,0
12/08/22 03:42:30,0
12/08/22 03:43:36,0
12/08/22 03:44:36,0
12/08/22 03:45:42,0
12/08/22 03:46:48,0
12/08/22 03:47:54,0
12/08/22 03:49:00,0
12/08/22 03:50:06,0
12/08/22 03:51:12,0
12/08/22 03:52:18,0
12/08/22 03:53:24,0
12/08/22 03:54:29,0
12/08/22 03:55:35,0
12/08/22 03:56:41,0
12/08/22 03:57:47,0
12/08/22 03:58:53,0
12/08/22 03:59:59,0
12/08/22 14:37:44,0
12/08/22 14:38:50,0
12/08/22 14:39:56,0
12/08/22 14:41:02,0
12/08/22 14:42:08,0
12/08/22 14:43:14,0
12/08/22 14:44:20,0
12/08/22 14:45:26,0
12/08/22 14:46:32,0
12/08/22 14:47:38,0
12/08/22 14:48:44,0
12/08/22 14:49:50,0
12/08/22 14:50:56,0
12/08/22 14:52:02,0
12/08/22 14:53:02,0
12/08/22 14:54:08,0
12/08/22 14:55:14,0
12/08/22 14:56:20,0
12/08/22 14:57:26,0
12/08/22 14:58:32,0
12/08/22 14:59:38,0
12/08/22 15:00:44,0
12/08/22 15:01:50,0
12/08/22 15:02:56,0
12/08/22 15:04:02,0
12/08/22 15:05:09,0
12/08/22 15:06:15,0
12/08/22 15:07:21,0
12/08/22 15:08:27,0
12/08/22 15:09:33,0
12/08/22 15:10:39,0
12/08/22 15:11:39,0
12/08/22 15:12:45,0
12/08/22 15:13:51,0
12/08/22 15:14:57,0
12/08/22 15:16:03,0
12/08/22 15:17:09,0
12/08/22 15:18:15,0
12/08/22 15:19:21,0
12/08/22 15:20:27,0
12/08/22 15:21:33,0
12/08/22 15:22:39,0
12/08/22 15:23:45,0
12/08/22 15:24:51,0
12/08/22 15:25:56,0
12/08/22 15:27:02,0
12/08/22 15:28:02,0
12/08/22 15:29:08,0
12/08/22 15:30:14,0
12/08/22 15:31:20,0
12/08/22 15:32:26,0
12/08/22 15:33:32,0
12/08/22 15:34:38,0
12/08/22 15:35:44,0
12/08/22 15:36:50,0
12/08/22 15:37:56,0
12/08/22 15:39:02,0
12/08/22 15:40:08,0
12/08/22 15:41:14,0
12/08/22 15:42:20,0
12/08/22 15:43:26,0
12/08/22 15:44:31,0
12/08/22 15:45:31,0
12/08/22 15:46:37,0
12/08/22 15:47:43,0
12/08/22 15:48:49,0
12/08/22 15:49:55,0
12/08/22 15:51:01,0
12/08/22 15:52:07,0
12/08/22 15:53:13,0
12/08/22 15:54:19,0
12/08/22 15:55:25,0
12/08/22 15:56:32,0
12/08/22 15:57:38,0
12/08/22 15:58:45,0
12/08/22 15:59:51,0
12/08/22 16:00:57,0
12/08/22 16:02:03,0
12/08/22 16:03:09,0
12/08/22 16:04:09,0
12/08/22 16:05:15,0
12/08/22 16:06:21,0
12/08/22 16:07:27,0
12/08/22 16:08:34,0
12/08/22 16:09:40,0
12/08/22 16:10:46,0
12/08/22 16:11:52,0
12/08/22 16:12:58,0
12/08/22 16:14:04,0
12/08/22 16:15:11,0
12/08/22 16:16:17,0
12/08/22 16:17:23,0
12/08/22 16:18:29,0
12/08/22 16:19:35,0
12/08/22 16:20:41,0
12/08/22 16:21:41,0
12/08/22 16:22:47,0
12/08/22 16:23:53,0
12/08/22 16:24:59,0
12/08/22 16:26:05,0
12/08/22 16:27:11,0
12/08/22 16:28:17,0
12/08/22 16:29:23,0
12/08/22 16:30:29,0
12/08/22 16:31:29,0
12/08/22 16:32:35,0
12/08/22 16:33:41,0
12/08/22 16:34:47,0
12/08/22 16:35:53,0
12/08/22 17:41:57,0
12/08/22 17:43:03,0
12/08/22 17:44:09,0
12/08/22 17:45:14,0
12/08/22 17:46:20,0
12/08/22 17:47:26,0
12/08/22 17:48:26,0
12/08/22 17:49:32,0
12/08/22 17:50:38,0
12/08/22 17:51:44,0
12/08/22 17:52:50,0
12/08/22 17:53:56,0
12/08/22 17:55:02,0
12/08/22 17:56:08,0
12/08/22 17:57:14,0
12/08/22 17:58:20,0
12/08/22 17:59:26,0
12/08/22 18:00:32,0
12/08/22 18:01:38,0
12/08/22 18:02:44,0
12/08/22 18:03:50,0
12/08/22 18:04:50,0
12/08/22 18:05:56,0
12/08/22 18:07:02,0
12/08/22 18:08:08,0
12/08/22 18:09:14,0
12/08/22 18:10:20,0
12/08/22 18:11:26,0
12/08/22 18:12:26,0
12/08/22 18:13:32,0
12/08/22 18:14:38,0
12/08/22 18:15:44,0
12/08/22 18:16:50,0
12/08/22 18:17:56,0
12/08/22 18:19:02,0
12/08/22 18:20:08,0
12/08/22 18:21:14,0
12/08/22 18:22:20,0
12/08/22 18:23:26,0
12/08/22 18:24:26,0
12/08/22 18:25:32,0
12/08/22 18:26:38,0
12/08/22 18:27:44,0
12/08/22 18:28:50,0
12/08/22 18:29:56,0
12/08/22 18:31:02,0
12/08/22 18:32:08,0
12/08/22 18:33:14,0
12/08/22 18:34:20,0
12/08/22 18:35:26,0
12/08/22 18:36:32,0
12/08/22 18:37:38,0
12/08/22 18:38:44,0
12/08/22 18:39:50,0
12/08/22 18:40:50,0
12/08/22 18:41:56,0
12/08/22 18:43:02,0
12/08/22 18:44:08,0
12/08/22 18:45:15,0
12/08/22 18:46:21,0
12/08/22 18:47:27,0
12/08/22 18:48:33,0
12/08/22 18:49:39,0
12/08/22 18:50:45,0
12/08/22 18:51:51,0
12/08/22 18:52:57,0
12/08/22 18:54:03,0
12/08/22 18:55:03,0
12/08/22 18:56:09,0
12/08/22 18:57:15,0
12/08/22 18:58:21,0
12/08/22 18:59:27,0
12/08/22 19:00:33,0
12/08/22 19:01:38,0
12/08/22 19:02:44,0
12/08/22 19:03:50,0
12/08/22 19:04:56,0
12/08/22 19:06:02,0
12/08/22 19:07:08,0
12/08/22 19:08:14,0
12/08/22 19:09:20,0
12/08/22 19:10:26,0
12/08/22 19:11:32,0
12/08/22 19:12:32,0
12/08/22 19:13:38,0
12/08/22 19:14:44,0
12/08/22 19:15:50,0
12/08/22 19:16:56,0
12/08/22 19:18:02,0
12/08/22 19:19:08,0
12/08/22 19:20:13,0
12/08/22 19:21:18,0
12/08/22 19:22:24,0
12/08/22 19:23:30,0
12/08/22 19:24:36,0
12/08/22 19:25:42,0
12/08/22 19:26:48,0
12/08/22 19:27:54,0
12/08/22 19:29:00,0
12/08/22 19:30:00,0
12/08/22 19:31:07,0
12/08/22 19:32:13,0
12/08/22 19:33:19,0
12/08/22 19:34:25,0
12/08/22 19:35:31,0
12/08/22 19:36:37,0
12/08/22 19:37:43,0
12/08/22 19:38:48,0
12/08/22 19:39:54,0
12/08/22 19:44:57,0
12/08/22 19:46:03,0
12/08/22 19:47:09,0
12/08/22 19:48:15,0
12/08/22 19:49:21,0
12/08/22 19:50:27,0
12/08/22 19:51:33,0
12/08/22 19:52:39,0
12/08/22 19:53:45,0
12/08/22 19:54:51,0
12/08/22 19:55:57,0
12/08/22 19:57:03,0
12/08/22 19:58:09,0
12/08/22 19:59:15,0
12/08/22 20:00:22,0
12/08/22 20:01:22,0
