sleep_log_entry_id,timestamp,overall_score,composition_score,revitalization_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness
37788531005,2022-07-27T10:18:00Z,76,,76,,96,80,0.11137724550898204
