date_time,heart_zone_id,total_minutes
2023-06-14T18:45,CARDIO,2
2023-06-14T18:53,FAT_BURN,1
2023-06-14T18:54,FAT_BURN,1
2023-06-14T18:55,FAT_BURN,1
2023-06-14T18:56,FAT_BURN,1
2023-06-14T18:57,FAT_BURN,1
2023-06-14T18:58,FAT_BURN,1
2023-06-14T18:59,FAT_BURN,1
2023-06-14T19:00,FAT_BURN,1
2023-06-14T19:01,FAT_BURN,1
2023-06-14T19:02,FAT_BURN,1
2023-06-14T19:08,FAT_BURN,1
2023-06-14T19:09,FAT_BURN,1
2023-06-14T19:10,FAT_BURN,1
2023-06-14T19:11,FAT_BURN,1
2023-06-14T19:12,FAT_BURN,1
2023-06-14T19:13,FAT_BURN,1
2023-06-14T19:14,FAT_BURN,1
2023-06-14T19:15,FAT_BURN,1
2023-06-14T19:16,FAT_BURN,1
2023-06-14T19:17,FAT_BURN,1
2023-06-14T19:18,FAT_BURN,1
2023-06-14T19:19,FAT_BURN,1
2023-06-14T19:20,FAT_BURN,1
2023-06-14T19:21,CARDIO,2
2023-06-14T19:22,CARDIO,2
2023-06-14T19:23,FAT_BURN,1
2023-06-14T19:24,CARDIO,2
2023-06-14T19:25,CARDIO,2
2023-06-14T19:26,FAT_BURN,1
2023-06-14T19:27,FAT_BURN,1
2023-06-14T19:28,FAT_BURN,1
2023-06-14T19:29,FAT_BURN,1
2023-06-20T18:08,FAT_BURN,1
2023-06-20T18:09,FAT_BURN,1
2023-06-20T18:10,FAT_BURN,1
2023-06-20T18:11,FAT_BURN,1
2023-06-20T18:12,CARDIO,2
2023-06-20T18:13,CARDIO,2
2023-06-20T18:14,FAT_BURN,1
2023-06-20T18:15,FAT_BURN,1
2023-06-20T18:16,FAT_BURN,1
2023-06-20T18:17,FAT_BURN,1
2023-06-20T18:18,FAT_BURN,1
2023-06-20T18:19,CARDIO,2
2023-06-20T18:20,FAT_BURN,1
2023-06-20T18:24,FAT_BURN,1
2023-06-20T18:27,FAT_BURN,1
2023-06-20T18:28,FAT_BURN,1
2023-06-20T18:29,FAT_BURN,1
2023-06-20T18:30,FAT_BURN,1
2023-06-20T18:31,FAT_BURN,1
2023-06-20T18:32,FAT_BURN,1
2023-06-20T18:33,CARDIO,2
2023-06-20T18:34,CARDIO,2
2023-06-20T18:35,FAT_BURN,1
2023-06-20T18:36,FAT_BURN,1
2023-06-20T18:37,CARDIO,2
2023-06-20T18:38,CARDIO,2
2023-06-20T18:40,FAT_BURN,1
2023-06-20T18:41,FAT_BURN,1
2023-06-20T18:42,FAT_BURN,1
2023-06-20T18:43,FAT_BURN,1
2023-06-20T18:44,FAT_BURN,1
2023-06-20T18:45,FAT_BURN,1
2023-06-20T18:46,FAT_BURN,1
2023-06-20T18:47,FAT_BURN,1
2023-06-20T18:48,CARDIO,2
2023-06-20T18:49,CARDIO,2
2023-06-20T18:50,CARDIO,2
2023-06-20T18:51,FAT_BURN,1
2023-06-20T18:54,FAT_BURN,1
2023-06-20T18:55,FAT_BURN,1
2023-06-20T18:56,FAT_BURN,1
2023-06-20T19:17,FAT_BURN,1
2023-06-20T19:18,FAT_BURN,1
2023-06-20T19:30,FAT_BURN,1
2023-06-20T19:34,FAT_BURN,1
2023-06-20T19:35,FAT_BURN,1
2023-06-20T19:36,FAT_BURN,1
2023-06-20T19:37,FAT_BURN,1
2023-06-20T19:38,FAT_BURN,1
2023-06-20T19:39,FAT_BURN,1
2023-06-20T19:40,FAT_BURN,1
2023-06-20T19:41,FAT_BURN,1
2023-06-20T19:42,FAT_BURN,1
2023-06-20T20:01,FAT_BURN,1
2023-06-20T20:18,FAT_BURN,1
2023-06-20T20:19,CARDIO,2
2023-06-20T20:20,CARDIO,2
2023-06-20T20:21,CARDIO,2
2023-06-20T20:22,CARDIO,2
2023-06-20T20:23,FAT_BURN,1
2023-06-20T20:24,FAT_BURN,1
2023-06-24T16:35,FAT_BURN,1
2023-06-24T16:36,FAT_BURN,1
2023-06-24T16:37,FAT_BURN,1
2023-06-24T16:38,FAT_BURN,1
2023-06-24T16:39,FAT_BURN,1
2023-06-24T16:40,FAT_BURN,1
2023-06-24T16:41,CARDIO,2
2023-06-24T16:42,CARDIO,2
2023-06-24T16:43,CARDIO,2
2023-06-24T16:44,CARDIO,2
2023-06-24T16:45,FAT_BURN,1
2023-06-24T16:46,FAT_BURN,1
2023-06-24T16:47,FAT_BURN,1
2023-06-24T16:48,FAT_BURN,1
2023-06-24T16:49,FAT_BURN,1
2023-06-24T16:50,FAT_BURN,1
2023-06-24T16:51,FAT_BURN,1
2023-06-24T16:52,FAT_BURN,1
2023-06-24T16:53,FAT_BURN,1
2023-06-24T16:54,CARDIO,2
2023-06-24T16:55,FAT_BURN,1
2023-06-24T16:56,FAT_BURN,1
2023-06-24T16:57,FAT_BURN,1
2023-06-24T16:58,CARDIO,2
2023-06-24T16:59,FAT_BURN,1
2023-06-24T17:00,FAT_BURN,1
2023-06-24T17:01,FAT_BURN,1
2023-06-24T17:02,FAT_BURN,1
2023-06-24T17:03,FAT_BURN,1
2023-06-24T17:04,FAT_BURN,1
2023-06-24T17:07,FAT_BURN,1
2023-06-24T17:08,FAT_BURN,1
2023-06-24T17:09,CARDIO,2
2023-06-24T17:10,FAT_BURN,1
2023-06-24T17:11,FAT_BURN,1
2023-06-24T17:12,CARDIO,2
2023-06-24T17:13,CARDIO,2
2023-06-24T17:14,CARDIO,2
2023-06-24T17:15,FAT_BURN,1
2023-06-24T17:16,FAT_BURN,1
2023-06-24T17:17,CARDIO,2
2023-06-24T17:18,CARDIO,2
2023-06-24T17:19,FAT_BURN,1
2023-06-24T17:20,FAT_BURN,1
2023-06-24T17:21,CARDIO,2
2023-06-24T17:22,FAT_BURN,1
2023-06-24T17:27,FAT_BURN,1
2023-06-24T17:28,FAT_BURN,1
2023-06-24T17:29,FAT_BURN,1
2023-06-24T17:30,FAT_BURN,1
2023-06-24T17:31,FAT_BURN,1
2023-06-24T17:32,FAT_BURN,1
2023-06-24T17:33,FAT_BURN,1
2023-06-24T19:23,FAT_BURN,1
2023-06-24T19:24,FAT_BURN,1
2023-06-24T19:39,FAT_BURN,1
2023-06-24T19:40,FAT_BURN,1
2023-06-24T21:24,FAT_BURN,1
2023-06-24T21:25,FAT_BURN,1
2023-06-24T21:26,FAT_BURN,1
2023-06-24T21:45,FAT_BURN,1
2023-06-24T22:16,FAT_BURN,1
2023-06-24T22:23,FAT_BURN,1
2023-06-24T22:27,FAT_BURN,1
2023-06-24T22:32,FAT_BURN,1
2023-06-24T22:34,FAT_BURN,1
2023-06-26T17:38,FAT_BURN,1
2023-06-26T17:42,FAT_BURN,1
2023-06-26T17:43,FAT_BURN,1
2023-06-26T17:44,FAT_BURN,1
2023-06-26T17:45,CARDIO,2
2023-06-26T17:46,FAT_BURN,1
2023-06-26T17:47,FAT_BURN,1
2023-06-26T17:48,CARDIO,2
2023-06-26T17:49,CARDIO,2
2023-06-26T17:50,CARDIO,2
2023-06-26T17:51,CARDIO,2
2023-06-26T17:52,CARDIO,2
2023-06-26T17:53,CARDIO,2
2023-06-26T17:54,FAT_BURN,1
2023-06-26T17:55,FAT_BURN,1
2023-06-26T17:56,FAT_BURN,1
2023-06-26T17:57,FAT_BURN,1
2023-06-26T17:58,FAT_BURN,1
2023-06-26T17:59,FAT_BURN,1
2023-06-26T18:00,FAT_BURN,1
2023-06-26T18:01,FAT_BURN,1
2023-06-26T18:02,FAT_BURN,1
2023-06-26T18:03,FAT_BURN,1
2023-06-26T18:04,FAT_BURN,1
2023-06-26T18:05,FAT_BURN,1
2023-06-26T18:06,FAT_BURN,1
2023-06-26T18:07,FAT_BURN,1
2023-06-26T18:08,FAT_BURN,1
2023-06-26T18:09,FAT_BURN,1
2023-06-26T18:10,FAT_BURN,1
2023-06-26T18:11,FAT_BURN,1
2023-06-26T18:12,FAT_BURN,1
2023-06-26T18:13,FAT_BURN,1
2023-06-26T18:16,FAT_BURN,1
2023-06-26T18:17,FAT_BURN,1
2023-06-26T18:18,FAT_BURN,1
2023-06-26T18:19,FAT_BURN,1
2023-06-26T18:20,FAT_BURN,1
2023-06-26T18:21,FAT_BURN,1
2023-06-26T18:22,FAT_BURN,1
2023-06-26T18:23,FAT_BURN,1
2023-06-26T18:24,FAT_BURN,1
2023-06-26T18:25,FAT_BURN,1
2023-06-26T18:26,FAT_BURN,1
2023-06-26T18:27,FAT_BURN,1
2023-06-26T18:28,FAT_BURN,1
2023-06-26T18:29,FAT_BURN,1
2023-06-26T18:30,FAT_BURN,1
2023-06-26T18:31,FAT_BURN,1
2023-06-26T18:32,FAT_BURN,1
2023-06-26T18:33,CARDIO,2
2023-06-26T18:34,CARDIO,2
2023-06-26T18:35,CARDIO,2
2023-06-26T18:36,CARDIO,2
2023-06-26T18:37,CARDIO,2
2023-06-26T18:38,FAT_BURN,1
2023-06-26T18:39,CARDIO,2
2023-06-26T18:40,FAT_BURN,1
2023-06-26T18:41,FAT_BURN,1
2023-06-26T18:42,FAT_BURN,1
2023-06-26T18:43,FAT_BURN,1
2023-06-26T18:44,FAT_BURN,1
2023-06-26T18:45,FAT_BURN,1
2023-06-26T18:46,FAT_BURN,1
2023-06-26T18:47,FAT_BURN,1
2023-06-26T18:48,FAT_BURN,1
2023-06-26T18:49,FAT_BURN,1
2023-06-26T18:50,FAT_BURN,1
2023-06-26T18:51,FAT_BURN,1
2023-06-26T18:52,FAT_BURN,1
2023-06-26T18:53,FAT_BURN,1
2023-06-26T18:54,FAT_BURN,1
2023-06-26T18:55,FAT_BURN,1
