date_time,heart_zone_id,total_minutes
2023-10-03T15:10,FAT_BURN,1
2023-10-04T11:59,FAT_BURN,1
2023-10-04T12:00,FAT_BURN,1
2023-10-09T21:24,FAT_BURN,1
2023-10-09T21:25,FAT_BURN,1
2023-10-10T13:47,FAT_BURN,1
2023-10-10T23:16,FAT_BURN,1
2023-10-10T23:17,FAT_BURN,1
2023-10-10T23:18,FAT_BURN,1
2023-10-11T10:45,FAT_BURN,1
2023-10-11T10:46,FAT_BURN,1
2023-10-11T10:47,FAT_BURN,1
2023-10-11T11:22,FAT_BURN,1
2023-10-11T11:23,FAT_BURN,1
2023-10-11T13:22,FAT_BURN,1
2023-10-12T15:56,FAT_BURN,1
2023-10-12T15:57,FAT_BURN,1
2023-10-12T15:58,FAT_BURN,1
2023-10-16T14:42,FAT_BURN,1
2023-10-16T14:43,FAT_BURN,1
2023-10-16T16:44,FAT_BURN,1
2023-10-16T16:46,FAT_BURN,1
2023-10-16T16:58,FAT_BURN,1
2023-10-16T16:59,FAT_BURN,1
2023-10-16T17:02,FAT_BURN,1
2023-10-16T17:03,CARDIO,2
2023-10-16T17:04,CARDIO,2
2023-10-16T17:05,CARDIO,2
2023-10-16T17:06,CARDIO,2
2023-10-16T17:07,CARDIO,2
2023-10-16T17:08,CARDIO,2
2023-10-16T17:09,CARDIO,2
2023-10-16T17:10,FAT_BURN,1
2023-10-16T17:11,CARDIO,2
2023-10-16T17:12,CARDIO,2
2023-10-16T17:13,FAT_BURN,1
2023-10-16T17:14,FAT_BURN,1
2023-10-16T17:16,FAT_BURN,1
2023-10-16T17:38,FAT_BURN,1
2023-10-16T17:41,FAT_BURN,1
2023-10-16T17:57,FAT_BURN,1
2023-10-16T17:58,FAT_BURN,1
2023-10-16T17:59,FAT_BURN,1
2023-10-23T16:12,FAT_BURN,1
2023-10-23T16:13,FAT_BURN,1
2023-10-23T16:14,FAT_BURN,1
2023-10-23T16:15,FAT_BURN,1
2023-10-23T16:16,CARDIO,2
2023-10-23T16:17,FAT_BURN,1
2023-10-23T16:18,FAT_BURN,1
2023-10-25T10:31,FAT_BURN,1
2023-10-25T10:32,FAT_BURN,1
2023-10-25T10:34,FAT_BURN,1
2023-10-25T10:35,FAT_BURN,1
2023-10-25T10:37,FAT_BURN,1
