date_time,heart_zone_id,total_minutes
2023-12-17T00:21,FAT_BURN,1
2023-12-24T12:09,FAT_BURN,1
2023-12-24T12:10,FAT_BURN,1
2023-12-24T12:11,FAT_BURN,1
2023-12-24T12:12,FAT_BURN,1
2023-12-24T12:54,FAT_BURN,1
2023-12-24T15:58,FAT_BURN,1
2023-12-24T15:59,FAT_BURN,1
2023-12-25T18:21,FAT_BURN,1
2023-12-25T18:22,FAT_BURN,1
2023-12-25T18:54,FAT_BURN,1
2023-12-25T18:55,FAT_BURN,1
2023-12-27T20:59,FAT_BURN,1
2023-12-27T21:00,FAT_BURN,1
2023-12-27T22:04,FAT_BURN,1
2023-12-27T22:05,FAT_BURN,1
2023-12-31T13:09,FAT_BURN,1
2023-12-31T13:10,FAT_BURN,1
2023-12-31T13:11,FAT_BURN,1
2023-12-31T13:37,FAT_BURN,1
2023-12-31T13:38,FAT_BURN,1
2023-12-31T20:16,FAT_BURN,1
2023-12-31T20:17,FAT_BURN,1
2023-12-31T20:18,FAT_BURN,1
2023-12-31T20:19,FAT_BURN,1
2023-12-31T20:22,FAT_BURN,1
2023-12-31T22:26,FAT_BURN,1
2023-12-31T22:27,FAT_BURN,1
2023-12-31T22:57,FAT_BURN,1
2023-12-31T22:58,FAT_BURN,1
2023-12-31T22:59,FAT_BURN,1
2023-12-31T23:31,FAT_BURN,1
2023-12-31T23:32,FAT_BURN,1
2023-12-31T23:37,FAT_BURN,1
2023-12-31T23:38,FAT_BURN,1
2023-12-31T23:51,FAT_BURN,1
2023-12-31T23:52,FAT_BURN,1
2023-12-31T23:54,FAT_BURN,1
2023-12-31T23:55,FAT_BURN,1
2023-12-31T23:56,FAT_BURN,1
2023-12-31T23:57,FAT_BURN,1
2023-12-31T23:58,FAT_BURN,1
2023-12-31T23:59,FAT_BURN,1
